loss,rmse,val_loss,val_rmse
0.20809093117713928,0.44975098967552185,0.15960463881492615,0.392243891954422
0.11613250523805618,0.3323505222797394,0.09425024688243866,0.29779428243637085
0.068521648645401,0.2510475218296051,0.05883290618658066,0.2311660647392273
0.053908154368400574,0.22041301429271698,0.05363113060593605,0.2200210988521576
0.05146108567714691,0.21522089838981628,0.049853868782520294,0.2117353081703186
0.048619430512189865,0.20900316536426544,0.04814246669411659,0.20814810693264008
0.0475868359208107,0.20700319111347198,0.047684527933597565,0.2075178474187851
0.04680679365992546,0.20558303594589233,0.046926990151405334,0.20614537596702576
0.04602024704217911,0.20411956310272217,0.04623689875006676,0.2049110233783722
0.04542192444205284,0.2030927985906601,0.04565868526697159,0.20393310487270355
0.04484150558710098,0.20210009813308716,0.04499031603336334,0.20272445678710938
0.04425882175564766,0.20108991861343384,0.044382620602846146,0.2016441375017166
0.04363779351115227,0.19995394349098206,0.043669797480106354,0.20026636123657227
0.042928844690322876,0.19856512546539307,0.042817506939172745,0.1985040307044983
0.04208451509475708,0.19679689407348633,0.041721880435943604,0.19608131051063538
0.041038695722818375,0.1944725066423416,0.04038793221116066,0.19299213588237762
0.03971034660935402,0.19136103987693787,0.038754891604185104,0.18903687596321106
0.038263656198978424,0.1878645271062851,0.037411101162433624,0.18577086925506592
0.03721261024475098,0.18536396324634552,0.03672749921679497,0.18423235416412354
0.036517273634672165,0.18378400802612305,0.0355418436229229,0.1812863051891327
0.035659901797771454,0.18172867596149445,0.03444959223270416,0.1785343587398529
0.03468663990497589,0.17930491268634796,0.03290201351046562,0.1744130402803421
0.033552322536706924,0.1763666719198227,0.03095770999789238,0.16899189352989197
0.03240959718823433,0.17332661151885986,0.02880215086042881,0.1627240628004074
0.03115183301270008,0.16987861692905426,0.02641638182103634,0.1554500162601471
0.030041508376598358,0.16678836941719055,0.025854911655187607,0.15385642647743225
0.029498619958758354,0.16535046696662903,0.02490624226629734,0.15094278752803802
0.028766904026269913,0.16330306231975555,0.022485893219709396,0.14289812743663788
0.028161199763417244,0.1616155505180359,0.022158613428473473,0.14195112884044647
