loss,rmse,val_loss,val_rmse
0.2040107250213623,0.445233017206192,0.1539595574140548,0.3850067555904388
0.1132900118827819,0.3280793130397796,0.0957438647747039,0.3003324270248413
0.071100614964962,0.256178468465805,0.0597557052969932,0.2332023829221725
0.0548208989202976,0.2225334793329239,0.0547839067876338,0.2226920276880264
0.0518068261444568,0.2160897850990295,0.051446508616209,0.2155344784259796
0.0494731664657592,0.2111145853996276,0.0493447706103324,0.2111083716154098
0.0478534176945686,0.2077489346265792,0.0479895994067192,0.2083651274442672
0.0471341498196125,0.2065062373876571,0.0474636778235435,0.2075924128293991
0.0463074147701263,0.2049879878759384,0.0464687198400497,0.2056620717048645
0.045650091022253,0.2038560658693313,0.0459223128855228,0.2047982215881347
0.0450348667800426,0.2028106898069381,0.0452002845704555,0.2034865468740463
0.0444355681538581,0.2017803192138672,0.0446208864450454,0.2024936527013778
0.0438205115497112,0.2006772011518478,0.0439205206930637,0.2011630833148956
0.0431317426264286,0.1993574947118759,0.0431367307901382,0.1995990872383117
0.0422892048954963,0.1976137608289718,0.0420422963798046,0.1971953958272934
0.0412060655653476,0.1952069550752639,0.0407386682927608,0.1942097097635269
0.0397951938211917,0.1919000744819641,0.0389840677380561,0.1899624913930893
0.0381145775318145,0.1877884268760681,0.0372190624475479,0.1855701506137848
0.0368124358355999,0.1845961809158325,0.0362214893102645,0.1831719130277633
0.0360347479581832,0.1827892214059829,0.0347114354372024,0.179316371679306
0.0349579416215419,0.180123895406723,0.0331396535038948,0.1751776188611984
0.0337480045855045,0.1770150065422058,0.032049186527729,0.1723071634769439
0.0326808281242847,0.1742339581251144,0.0306389536708593,0.1684228181838989
0.0315529108047485,0.1712118983268737,0.0296730995178222,0.1657719910144806
0.0306042488664388,0.1686485558748245,0.0287625975906848,0.1632319688796997
0.0300021599978208,0.1670678406953811,0.0300658904016017,0.1673720479011535
0.029071632772684,0.1644435375928878,0.0231943782418966,0.1455892324447631
0.0284157823771238,0.1626110523939132,0.0217518489807844,0.1407582014799118
0.0282008498907089,0.162123292684555,0.021314462646842,0.1393817514181137
0.0280258357524871,0.1617385447025299,0.0210575331002473,0.1386358588933944
0.0269209891557693,0.1584361642599105,0.0213260240852832,0.1397610157728195
0.0265001114457845,0.1572399586439132,0.0191805660724639,0.1320143043994903
0.0267190355807542,0.1580584645271301,0.0196382533758878,0.1338815838098526
0.0262883137911558,0.1568104773759842,0.0201760251075029,0.13601054251194
0.0259372107684612,0.1557993739843368,0.0208174847066402,0.1384680867195129
0.0256831161677837,0.1550900489091873,0.0184545163065195,0.1297788619995117
0.0257233772426843,0.1553190052509308,0.0201828442513942,0.1363870054483413
0.0255884006619453,0.1549793630838394,0.0203358568251132,0.1370500773191452
0.0256053041666746,0.1551225632429123,0.0179438944905996,0.128122866153717
0.0254103895276784,0.154575303196907,0.0201965682208538,0.1367316097021103
0.0252552237361669,0.1541519612073898,0.0206800587475299,0.1385667324066162
0.0252880547195673,0.1543250977993011,0.0184973087161779,0.1305244714021682
0.0249788742512464,0.1533835679292678,0.019605629146099,0.1347794234752655
0.0249192845076322,0.1532514691352844,0.0208051148802042,0.1392165422439575
0.0249740593135356,0.153482511639595,0.0183719620108604,0.1302487105131149
0.0247443374246358,0.1527872234582901,0.0184105988591909,0.1304608434438705
0.0247133262455463,0.1527393758296966,0.020181056112051,0.1371334195137024
0.0246565267443656,0.1525989323854446,0.0178605876863002,0.1284487694501876
0.0246601328253746,0.152656614780426,0.0185213722288608,0.1310470849275589
0.0246673543006181,0.1527210175991058,0.0210051629692316,0.1402426064014434
0.0243536476045846,0.1517277956008911,0.0168604739010334,0.1246286705136299
0.0253164116293191,0.1548952758312225,0.0205360893160104,0.1386259645223617
0.0246499851346015,0.1527597159147262,0.0189995653927326,0.1330074965953827
0.0244159139692783,0.1520241796970367,0.0185802262276411,0.1314626336097717
0.0242443736642599,0.151495486497879,0.0184734817594289,0.1310957223176956
0.0243870764970779,0.151997298002243,0.0205756593495607,0.1389066129922866
0.024737998843193,0.1531716436147689,0.0188303552567958,0.1325125694274902
0.0241554230451583,0.151285171508789,0.0184619110077619,0.1311435103416443
0.0240945685654878,0.1511103510856628,0.0185975935310125,0.1316849738359451
0.0241292975842952,0.151248425245285,0.0178099311888217,0.1286912560462951
